event_id n event dist az channel stream loc time unc pol toang phase residual tot_wt dist_wt st_q_wt T50 Aref T50Ex Tdom s/n_HF s/n_BRB mB Mwp T0 Mwpd status
1053542661964 82 1 18.68 41.1 GE_KWP_--_BHZ BRB L 2003.05.21-18:48:41.80 0.400 1 35.5 P 1.99 1.000 1.000 1.000 455.288 860.041 0.529 8.588 29.772 624.066 7.015 7.022 34.247 -9.000 OK_HF_BRB
1053542661964 80 1 18.84 17.4 GE_RGN_--_BHZ BRB L 2003.05.21-18:48:40.84 2.550 1 35.5 P -0.57 1.000 1.000 1.000 314.550 253.389 1.241 10.678 6.082 176.250 6.592 7.153 125.350 -9.000 OK_HF_BRB
1053542661964 79 1 18.70 55.7 GE_MLR_--_BHZ BRB L 2003.05.21-18:48:40.70 0.200 1 35.5 P 0.58 1.000 1.000 1.000 542.577 851.347 0.637 6.522 502.696 958.103 6.815 5.186 44.593 -9.000 OK_HF_BRB
1053542661964 74 1 17.81 339.8 GE_DSB_--_BHZ BRB L 2003.05.21-18:48:30.11 2.550 -1 40.8 P 0.67 1.000 1.000 1.000 247.972 319.506 0.776 11.891 27.650 74.742 6.504 7.073 45.468 -9.000 OK_HF_BRB
1053542661964 71 1 17.64 90.9 GE_KRIS_--_BHZ BRB L 2003.05.21-18:48:27.36 0.450 1 40.9 P -0.03 1.000 1.000 1.000 874.023 1200.421 0.728 5.256 203.963 326.495 6.775 6.873 28.608 -9.000 OK_HF_BRB
1053542661964 70 1 17.53 8.0 GE_HLG_--_BHZ BRB L 2003.05.21-18:48:26.79 2.550 1 41.0 P 0.95 1.000 1.000 1.000 346.147 643.541 0.538 9.833 8.231 90.218 6.776 7.165 27.335 -9.000 OK_HF_BRB
1053542661964 64 1 17.39 94.8 GE_SANT_--_BHZ BRB L 2003.05.21-18:48:23.42 0.250 1 41.2 P -0.88 1.000 1.000 1.000 399.419 983.093 0.406 5.217 41.493 257.107 6.703 6.814 31.346 -9.000 OK_HF_BRB
1053542661964 63 1 17.36 82.9 GE_APE_--_BHZ BRB L 2003.05.21-18:48:23.29 0.550 1 41.2 P -0.65 1.000 1.000 1.000 377.827 1284.768 0.294 6.294 126.488 268.513 6.675 6.827 20.521 -9.000 OK_HF_BRB
1053542661964 61 1 17.10 21.1 GE_RUE_--_BHZ BRB L 2003.05.21-18:48:21.22 0.600 1 41.5 P 0.70 1.000 1.000 1.000 263.562 407.468 0.647 9.326 6.280 123.120 6.526 7.103 22.523 -9.000 OK_HF_BRB
1053542661964 60 1 17.13 90.9 MN_IDI_--_BHZ BRB L 2003.05.21-18:48:20.66 0.500 1 41.5 P -0.33 1.000 1.000 1.000 8933.097 21062.602 0.424 6.189 239.113 210.904 6.896 6.837 20.783 -9.000 OK_HF_BRB
1053542661964 57 1 16.58 91.1 GE_GVD_--_BHZ BRB L 2003.05.21-18:48:13.73 0.250 1 42.1 P -0.28 1.000 1.000 1.000 616.081 640.812 0.961 6.066 4.144 66.859 6.712 6.817 64.254 -9.000 OK_HF_BRB
1053542661964 53 1 16.33 90.8 GE_SKD_--_BHZ BRB L 2003.05.21-18:48:10.31 1.250 1 42.5 P -0.56 1.000 1.000 1.000 540.428 948.939 0.570 5.306 90.015 126.146 6.607 6.786 20.628 -9.000 OK_HF_BRB
1053542661964 52 1 16.27 33.3 GE_MORC_--_BHZ BRB L 2003.05.21-18:48:10.09 0.150 1 42.6 P -0.09 1.000 1.000 1.000 126.976 198.350 0.640 10.908 94.627 278.258 6.387 7.047 31.258 -9.000 OK_HF_BRB
1053542661964 51 1 16.17 42.0 GE_PSZ_--_BHZ BRB L 2003.05.21-18:48:09.14 0.500 1 42.8 P 0.18 1.000 1.000 1.000 200.899 435.584 0.461 6.487 112.086 404.873 6.474 6.841 39.735 -9.000 OK_HF_BRB
1053542661964 49 1 15.67 9.1 GE_IBBN_--_BHZ BRB L 2003.05.21-18:48:04.60 0.050 1 43.5 P 2.32 1.000 1.000 1.000 275.514 558.814 0.493 7.148 10.477 268.334 6.943 7.157 36.763 -9.000 OK_HF_BRB
1053542661964 46 1 12.89 7.0 GE_WLF_--_BHZ BRB L 2003.05.21-18:47:25.16 0.100 0 46.3 P 0.47 1.000 1.000 1.000 461.916 694.940 0.665 9.272 87.510 123.384 6.644 7.241 58.535 -9.000 OK_HF_BRB
1053542661964 44 1 12.52 16.7 GE_STU_--_BHZ BRB L 2003.05.21-18:47:19.07 0.100 -1 46.3 P -0.62 1.000 1.000 1.000 466.325 369.272 1.263 10.186 10.504 70.294 6.209 7.117 209.548 -9.000 OK_HF_BRB
1053542661964 42 1 11.92 14.9 II_BFO_00_BHZ BRB L 2003.05.21-18:47:09.38 0.100 0 46.3 P -2.09 1.000 1.000 1.000 18080.234 19013.533 0.951 10.738 145.130 115.449 5.941 6.987 161.050 -9.000 OK_HF_BRB
-1 37 -1 -1 -1 GE_KWP_--_BHZ HF L 2003.05.21-18:46:42.15 0.200 0 -1.0 -1 -1 -1 -1 1.000 0.000 128.672 0.000 -1.000 5.164 2.048 -9.000 -9.000 13.000 -9.000 s/n_BRB_low
1053542661964 34 1 9.49 295.1 GE_MTE_--_BHZ BRB L 2003.05.21-18:46:37.08 0.050 0 46.5 P -1.29 1.000 1.000 1.000 1299.647 1742.426 0.746 7.065 245.625 82.979 6.602 7.174 35.438 -9.000 OK_HF_BRB
1053542661964 31 1 9.21 50.7 MN_AQU_--_BHZ BRB L 2003.05.21-18:46:34.73 0.400 1 46.5 P 0.29 1.000 1.000 1.000 814.289 599.049 1.359 8.878 31.344 93.908 6.389 7.058 63.164 -9.000 OK_HF_BRB
-1 29 -1 -1 -1 MN_RTC_--_BHZ BRB - 2003.05.21-18:46:31.59 2.550 1 -1.0 -1 -1 -1 -1 1.000 2102.304 1578.318 1.332 3.410 1.947 12.523 -9.000 -9.000 -1.000 -9.000 s/n_HF_low
1053542661964 26 1 8.83 32.6 MN_VLC_--_BHZ HF L 2003.05.21-18:46:28.96 0.200 0 46.5 P -0.27 1.000 1.000 1.000 915.751 1566.864 0.584 7.796 124.348 75.418 6.420 7.130 38.735 -9.000 OK_HF_BRB
1053542661964 22 1 8.44 14.2 MN_BNI_--_BHZ HF L 2003.05.21-18:46:24.17 0.250 0 46.5 P 0.10 1.000 1.000 1.000 1087.517 873.198 1.245 9.954 212.139 94.362 6.577 7.281 139.300 -9.000 OK_HF_BRB
1053542661964 18 1 8.01 269.8 GE_SFS_--_BHZ BRB L 2003.05.21-18:46:16.25 1.800 1 46.5 P -1.60 1.000 1.000 1.000 2330.634 2660.747 0.876 6.652 9.203 26.790 6.866 7.198 126.960 -9.000 OK_HF_BRB
1053542661964 16 1 7.56 82.0 MN_CLTB_--_BHZ BRB L 2003.05.21-18:46:11.49 0.050 0 46.5 P -0.35 1.000 1.000 1.000 1525.453 4143.703 0.368 3.739 139.485 58.446 6.699 6.584 29.738 -9.000 OK_HF_BRB
1053542661964 11 1 5.99 275.5 GE_SELV_--_BHZ BRB L 2003.05.21-18:45:49.01 0.600 1 46.6 P -1.22 1.000 1.000 1.000 106.263 1873.106 0.057 10.577 131.022 389.965 6.547 7.121 38.400 -9.000 OK_HF_BRB
1053542661964 8 1 5.12 57.9 MN_VSL_--_BHZ BRB L 2003.05.21-18:45:36.26 0.200 0 46.6 P -2.00 1.000 1.000 1.000 10510.724 21412.594 0.491 2.793 1044.506 90.939 7.164 7.162 97.550 -9.000 OK_HF_BRB
1053542661964 4 1 3.86 281.6 GE_CART_--_BHZ BRB L 2003.05.21-18:45:16.86 0.050 0 46.6 P -3.96 1.000 1.000 1.000 14835.898 8507.140 1.744 5.534 381.962 726.729 -9.000 7.495 77.450 -9.000 OK_HF_BRB
1053542661964 1 1 3.02 7.4 GE_MAHO_--_BHZ HF L 2003.05.21-18:45:06.20 0.200 0 46.7 P -3.12 1.000 1.000 1.000 47473.405 32066.426 1.480 3.825 839.222 334.292 -9.000 7.679 83.350 -9.000 OK_HF_BRB
